CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Gene Strand	Gene Annotation
CGC1909	CAZyme	k141_404619	k141_404619_11	13954	15102	+	CAZyme|GH28_e119
CGC1910	CAZyme	k141_404635	k141_404635_2	71	922	-	CAZyme|GT2
CGC1910	TC	k141_404635	k141_404635_3	948	1253	-	TC|9.B.18.1.4
CGC1911	TC	k141_404759	k141_404759_3	2249	2947	-	TC|2.A.122.1.6
CGC1911	TC	k141_404759	k141_404759_4	2944	3300	-	TC|1.E.14.1.14
CGC1911	null	k141_404759	k141_404759_5	3926	4831	-	null
CGC1911	CAZyme	k141_404759	k141_404759_6	4992	5510	-	CAZyme|GH130_1
CGC1911	TC	k141_404759	k141_404759_7	6093	7466	-	TC|2.A.22.5.3
CGC1912	CAZyme	k141_40511	k141_40511_2	1056	2462	+	CAZyme|GH1_e0
CGC1912	TC	k141_40511	k141_40511_3	2472	3758	+	TC|4.A.3.2.2
CGC1912	null	k141_40511	k141_40511_4	3788	4903	+	null
CGC1912	null	k141_40511	k141_40511_5	4905	5801	+	null
CGC1912	TC	k141_40511	k141_40511_6	5789	6649	+	TC|2.A.115.1.1
CGC1913	CAZyme	k141_405263	k141_405263_1	2	1447	+	CAZyme|GH31_3
CGC1913	TC	k141_405263	k141_405263_2	1692	2012	+	TC|3.A.1.1.45
CGC1914	CAZyme	k141_405331	k141_405331_3	2070	3407	-	CAZyme|GH32_e0
CGC1914	TC	k141_405331	k141_405331_4	3400	3819	-	TC|4.A.6.1.10
CGC1914	TC	k141_405331	k141_405331_5	3834	4313	-	TC|4.A.6.1.18
CGC1914	TC	k141_405331	k141_405331_6	4338	5147	-	TC|4.A.6.1.13
CGC1914	TC	k141_405331	k141_405331_7	5134	5910	-	TC|4.A.6.1.13
CGC1915	CAZyme	k141_405477	k141_405477_1	1	1680	+	CAZyme|GH3_e165
CGC1915	null	k141_405477	k141_405477_2	2024	2464	+	null
CGC1915	TC	k141_405477	k141_405477_3	2708	3382	+	TC|2.A.1.80.3
CGC1916	TC	k141_405704	k141_405704_5	4713	5567	-	TC|1.A.30.1.4
CGC1916	CAZyme	k141_405704	k141_405704_6	5803	8058	+	CAZyme|GH92_e13
CGC1917	TC	k141_405954	k141_405954_1	2	523	+	TC|3.A.1.34.1
CGC1917	TC	k141_405954	k141_405954_2	516	1310	+	TC|3.A.1.34.1
CGC1917	CAZyme	k141_405954	k141_405954_3	1323	2573	+	CAZyme|GH3_e48
CGC1918	TC	k141_406012	k141_406012_6	6449	9445	-	TC|1.B.14.6.1
CGC1918	CAZyme	k141_406012	k141_406012_7	9505	10950	-	CAZyme|GH29_e30|CBM32_e126
CGC1919	TC	k141_40622	k141_40622_11	10151	10981	+	TC|3.A.1.104.1
CGC1919	TC	k141_40622	k141_40622_12	10992	11810	+	TC|3.A.1.104.2
CGC1919	null	k141_40622	k141_40622_13	11892	12278	+	null
CGC1919	CAZyme	k141_40622	k141_40622_14	12280	14517	+	CAZyme|GT2
CGC1919	null	k141_40622	k141_40622_15	14534	15739	+	null
CGC1919	null	k141_40622	k141_40622_16	15741	16805	+	null
CGC1919	TC	k141_40622	k141_40622_17	17188	18381	+	TC|2.A.120.1.3
CGC1920	TC	k141_406265	k141_406265_11	8092	9666	+	TC|2.A.35.2.1
CGC1920	TC	k141_406265	k141_406265_12	9653	10330	+	TC|9.B.302.1.2
CGC1920	TC	k141_406265	k141_406265_13	10500	11423	+	TC|2.A.69.4.2
CGC1920	null	k141_406265	k141_406265_14	11433	11831	+	null
CGC1920	STP	k141_406265	k141_406265_15	12030	12920	+	STP|SIS+TF|HTH_6
CGC1920	CAZyme	k141_406265	k141_406265_16	13053	13334	+	CAZyme|GH4_e24
CGC1921	TC	k141_406368	k141_406368_2	1651	3432	-	TC|3.A.1.106.3
CGC1921	TC	k141_406368	k141_406368_3	3433	5169	-	TC|3.A.1.135.10
CGC1921	CAZyme	k141_406368	k141_406368_4	5635	6171	+	CAZyme|CE4_e314
CGC1922	TC	k141_406408	k141_406408_1	1	1293	+	TC|9.B.33.1.1
CGC1922	STP	k141_406408	k141_406408_2	1286	2773	+	STP|HTH_18+STP|Response_reg+TF|HTH_AraC
CGC1922	TC	k141_406408	k141_406408_3	3011	3952	+	TC|3.A.1.1.11
CGC1922	TC	k141_406408	k141_406408_4	4085	4954	+	TC|3.A.1.1.11
CGC1922	CAZyme	k141_406408	k141_406408_5	4966	7089	+	CAZyme|GH115_e2
CGC1923	TC	k141_406651	k141_406651_6	3328	3903	-	TC|9.B.391.1.2
CGC1923	null	k141_406651	k141_406651_7	4053	4394	-	null
CGC1923	CAZyme	k141_406651	k141_406651_8	4633	5943	+	CAZyme|GH13_20
CGC1924	CAZyme	k141_406818	k141_406818_1	2	1411	+	CAZyme|GH1_e87+TC|8.A.49.1.3
CGC1924	TC	k141_406818	k141_406818_2	1427	1735	+	TC|4.A.3.2.2
CGC1925	TC	k141_407007	k141_407007_5	3667	4929	+	TC|4.A.3.2.6
CGC1925	TF	k141_407007	k141_407007_6	4940	6841	+	TF|HTH_11
CGC1925	CAZyme	k141_407007	k141_407007_7	6912	8240	+	CAZyme|GH4_e4
CGC1925	TC	k141_407007	k141_407007_8	8256	8549	+	TC|4.A.3.2.10
CGC1925	TC	k141_407007	k141_407007_9	8551	8871	+	TC|4.A.3.1.3
CGC1926	CAZyme	k141_407060	k141_407060_2	718	1767	-	CAZyme|GT9_e184
CGC1926	TC	k141_407060	k141_407060_3	1808	3247	-	TC|9.B.18.1.4
CGC1927	TC	k141_407110	k141_407110_2	298	1662	-	TC|2.A.66.1.33
CGC1927	null	k141_407110	k141_407110_3	1667	1882	-	null
CGC1927	CAZyme	k141_407110	k141_407110_4	1921	3054	-	CAZyme|GH51_1
CGC1928	TC	k141_407571	k141_407571_3	1099	2898	+	TC|3.A.29.1.5
CGC1928	null	k141_407571	k141_407571_4	3281	3490	-	null
CGC1928	null	k141_407571	k141_407571_5	3493	3786	-	null
CGC1928	CAZyme	k141_407571	k141_407571_6	4042	5043	-	CAZyme|GH78_e43
CGC1929	TC	k141_407603	k141_407603_3	1394	2194	-	TC|3.D.12.1.1
CGC1929	CAZyme	k141_407603	k141_407603_4	2211	3629	-	CAZyme|AA4_e0
CGC1929	TF	k141_407603	k141_407603_5	4134	5225	+	TF|0043758
CGC1929	null	k141_407603	k141_407603_6	5206	5793	+	null
CGC1929	TC	k141_407603	k141_407603_7	5872	7518	+	TC|1.A.33.1.4
CGC1930	TC	k141_40779	k141_40779_3	707	2077	+	TC|2.A.50.2.3
CGC1930	null	k141_40779	k141_40779_4	2088	3524	+	null
CGC1930	CAZyme	k141_40779	k141_40779_5	3547	4308	+	CAZyme|GT2+TC|4.D.1.1.13
CGC1931	TC	k141_40786	k141_40786_1	3	2054	+	TC|4.A.2.1.17
CGC1931	CAZyme	k141_40786	k141_40786_2	2319	4346	-	CAZyme|GH120_e3
CGC1932	CAZyme	k141_408202	k141_408202_2	2241	3680	-	CAZyme|GH1_e91+TC|8.A.49.1.1
CGC1932	TC	k141_408202	k141_408202_3	3886	5382	-	TC|8.A.49.1.1+CAZyme|GH1_e85
CGC1932	null	k141_408202	k141_408202_4	5426	5806	-	null
CGC1932	TC	k141_408202	k141_408202_5	6004	6570	-	TC|2.A.51.1.6
CGC1933	TC	k141_408220	k141_408220_1	1	489	+	TC|3.A.1.1.53
CGC1933	TC	k141_408220	k141_408220_2	532	2208	+	TC|8.A.9.1.2+CAZyme|GH13_31
CGC1933	TC	k141_408220	k141_408220_3	2577	3212	+	TC|2.A.87.1.4
CGC1933	STP	k141_408220	k141_408220_4	3374	3988	+	STP|NUDIX
CGC1933	CAZyme	k141_408220	k141_408220_5	4007	6427	+	CAZyme|GH3_e165
CGC1933	TC	k141_408220	k141_408220_6	6427	7353	+	TC|2.A.69.4.3
CGC1934	TC	k141_408481	k141_408481_15	16335	17681	-	TC|2.A.66.1.32
CGC1934	CAZyme	k141_408481	k141_408481_16	17678	18646	-	CAZyme|GT2+TC|4.D.1.1.14
CGC1935	TC	k141_408872	k141_408872_3	2022	3557	-	TC|2.A.66.4.7
CGC1935	CAZyme	k141_408872	k141_408872_4	3547	4293	-	CAZyme|GT26_e49
CGC1936	TC	k141_409341	k141_409341_1	1	669	+	TC|9.A.8.1.14
CGC1936	CAZyme	k141_409341	k141_409341_2	770	1132	+	CAZyme|CE4_e184
CGC1937	CAZyme	k141_409611	k141_409611_1	2	688	+	CAZyme|GT51_e167
CGC1937	null	k141_409611	k141_409611_2	798	2150	+	null
CGC1937	TC	k141_409611	k141_409611_3	2210	2605	-	TC|2.A.122.1.5
CGC1938	TC	k141_40969	k141_40969_8	7818	9881	+	TC|3.A.29.1.7
CGC1938	null	k141_40969	k141_40969_9	10150	12249	+	null
CGC1938	TC	k141_40969	k141_40969_10	13023	14465	+	TC|2.A.118.1.8
CGC1938	null	k141_40969	k141_40969_11	14601	15800	+	null
CGC1938	null	k141_40969	k141_40969_12	15854	16936	-	null
CGC1938	TC	k141_40969	k141_40969_13	17284	18132	+	TC|3.A.1.3.27
CGC1938	TC	k141_40969	k141_40969_14	18266	18946	+	TC|3.A.1.3.15
CGC1938	TC	k141_40969	k141_40969_15	18933	19655	+	TC|3.A.1.3.25
CGC1938	null	k141_40969	k141_40969_16	19790	22468	+	null
CGC1938	TC	k141_40969	k141_40969_17	22524	23699	-	TC|2.A.4.7.10
CGC1938	null	k141_40969	k141_40969_18	24167	25462	+	null
CGC1938	TC	k141_40969	k141_40969_19	25664	26095	-	TC|3.A.15.2.1
CGC1938	TF	k141_40969	k141_40969_20	26792	27463	-	TF|GerE
CGC1938	TC	k141_40969	k141_40969_21	27867	29822	+	TC|9.B.18.2.2
CGC1938	STP	k141_40969	k141_40969_22	29822	31003	+	STP|Aminotran_1_2
CGC1938	TC	k141_40969	k141_40969_23	31041	31637	+	TC|9.B.18.1.4
CGC1938	null	k141_40969	k141_40969_24	31723	32463	+	null
CGC1938	TC	k141_40969	k141_40969_25	32414	33100	+	TC|8.A.3.1.2
CGC1938	null	k141_40969	k141_40969_26	33119	33811	+	null
CGC1938	CAZyme	k141_40969	k141_40969_27	33756	34934	+	CAZyme|GT4_e4047
CGC1938	CAZyme	k141_40969	k141_40969_28	34960	36084	+	CAZyme|GT4_e3427
CGC1938	TC	k141_40969	k141_40969_29	36097	37170	+	TC|4.D.1.1.3+CAZyme|GT2
CGC1938	CAZyme	k141_40969	k141_40969_30	37187	38293	+	CAZyme|GT4_e150
CGC1938	CAZyme	k141_40969	k141_40969_31	38312	39199	+	CAZyme|GT2
CGC1938	null	k141_40969	k141_40969_32	39213	40286	+	null
CGC1938	CAZyme	k141_40969	k141_40969_33	40317	41438	+	CAZyme|GT4_e1854
CGC1938	CAZyme	k141_40969	k141_40969_34	41448	42311	+	CAZyme|GT4_e134
CGC1939	TC	k141_410151	k141_410151_1	71	1120	-	TC|9.B.97.1.10
CGC1939	TC	k141_410151	k141_410151_2	1148	2254	-	TC|2.A.38.4.5+CAZyme|GT4_e224
CGC1939	CAZyme	k141_410151	k141_410151_3	2266	3369	-	CAZyme|GT128
CGC1940	TC	k141_410676	k141_410676_2	900	1949	-	TC|9.B.18.2.4
CGC1940	TC	k141_410676	k141_410676_3	2029	3153	-	TC|2.A.38.4.5+CAZyme|GT4_e224
CGC1940	TC	k141_410676	k141_410676_4	3478	4146	-	TC|9.B.18.1.6
CGC1941	TC	k141_41105	k141_41105_9	8723	10243	-	TC|9.B.334.1.3
CGC1941	TC	k141_41105	k141_41105_10	10550	12040	+	TC|9.B.313.1.2
CGC1941	null	k141_41105	k141_41105_11	12082	12414	-	null
CGC1941	TF	k141_41105	k141_41105_12	12633	13616	+	TF|LacI+STP|Peripla_BP_3
CGC1941	CAZyme	k141_41105	k141_41105_13	13800	16892	+	CAZyme|GH2_e92
CGC1941	null	k141_41105	k141_41105_14	16889	17338	+	null
CGC1941	TC	k141_41105	k141_41105_15	17401	18834	+	TC|2.A.3.7.4
CGC1941	null	k141_41105	k141_41105_16	18968	20038	+	null
CGC1941	CAZyme	k141_41105	k141_41105_17	20055	22406	+	CAZyme|GH63_e1
CGC1942	CAZyme	k141_41247	k141_41247_52	52843	55812	-	CAZyme|GT39_e31+TC|9.B.142.5.4
CGC1942	null	k141_41247	k141_41247_53	56234	56848	-	null
CGC1942	TC	k141_41247	k141_41247_54	56916	58409	-	TC|2.A.50.2.2
CGC1943	TC	k141_412760	k141_412760_15	13433	14749	-	TC|4.D.1.1.2+CAZyme|GT2
CGC1943	TC	k141_412760	k141_412760_16	15093	15428	+	TC|2.A.89.1.13
CGC1944	TC	k141_413117	k141_413117_1	2	298	+	TC|3.A.1.26.7
CGC1944	null	k141_413117	k141_413117_2	357	1004	+	null
CGC1944	TC	k141_413117	k141_413117_3	1091	2491	-	TC|2.A.66.1.32
CGC1944	STP	k141_413117	k141_413117_4	2677	3651	-	STP|HTH_18+STP|AraC_binding+TF|0035607
CGC1944	null	k141_413117	k141_413117_5	3899	5149	-	null
CGC1944	TC	k141_413117	k141_413117_6	5343	6677	-	TC|2.A.49.9.2
CGC1944	CAZyme	k141_413117	k141_413117_7	6814	8814	-	CAZyme|GH120_e6|GH120_e3
CGC1945	TC	k141_413344	k141_413344_14	10841	11470	-	TC|9.B.28.1.2
CGC1945	TC	k141_413344	k141_413344_15	11543	12655	-	TC|3.A.1.1.62
CGC1945	TF	k141_413344	k141_413344_16	12693	13727	-	TF|LacI+STP|Peripla_BP_3
CGC1945	CAZyme	k141_413344	k141_413344_17	13787	15268	-	CAZyme|GH77_e1
CGC1945	TC	k141_413344	k141_413344_18	15295	16179	-	TC|3.A.1.1.45
CGC1945	TC	k141_413344	k141_413344_19	16179	17024	-	TC|3.A.1.1.45
CGC1945	TC	k141_413344	k141_413344_20	17177	18646	-	TC|3.A.1.1.45
CGC1945	CAZyme	k141_413344	k141_413344_21	18774	21038	-	CAZyme|GT35_e0
CGC1946	TC	k141_413449	k141_413449_1	2	832	+	TC|3.A.1.1.45
CGC1946	TC	k141_413449	k141_413449_2	832	1680	+	TC|3.A.1.1.45
CGC1946	TF	k141_413449	k141_413449_3	1706	2716	+	TF|LacI+TC|3.A.1.2.1+STP|Peripla_BP_3
CGC1946	CAZyme	k141_413449	k141_413449_4	2737	4218	+	CAZyme|GH77_e1
CGC1947	TC	k141_41392	k141_41392_7	7962	8765	+	TC|1.A.115.1.5
CGC1947	TC	k141_41392	k141_41392_8	8971	10359	+	TC|3.A.1.1.11
CGC1947	null	k141_41392	k141_41392_9	10426	11223	+	null
CGC1947	TC	k141_41392	k141_41392_10	11258	12196	+	TC|3.A.1.1.11
CGC1947	TC	k141_41392	k141_41392_11	12202	13065	+	TC|3.A.1.1.11
CGC1947	CAZyme	k141_41392	k141_41392_12	13168	14724	+	CAZyme|GH28_e123
CGC1947	null	k141_41392	k141_41392_13	14778	15623	+	null
CGC1947	TC	k141_41392	k141_41392_14	15613	16257	+	TC|9.B.28.1.2
CGC1948	TC	k141_41392	k141_41392_76	86816	88177	+	TC|1.A.112.2.10
CGC1948	null	k141_41392	k141_41392_77	88223	88951	+	null
CGC1948	CAZyme	k141_41392	k141_41392_78	89096	90550	+	CAZyme|GT5_e9
CGC1948	null	k141_41392	k141_41392_79	90692	91375	+	null
CGC1948	null	k141_41392	k141_41392_80	91471	92349	+	null
CGC1948	TC	k141_41392	k141_41392_81	92372	95197	+	TC|3.A.12.1.1
CGC1949	TC	k141_41392	k141_41392_142	152403	154211	-	TC|9.B.33.1.4
CGC1949	TC	k141_41392	k141_41392_143	154230	155888	-	TC|3.A.1.1.10
CGC1949	TC	k141_41392	k141_41392_144	156095	156928	-	TC|3.A.1.1.20
CGC1949	TC	k141_41392	k141_41392_145	156931	157866	-	TC|3.A.1.1.4
CGC1949	STP	k141_41392	k141_41392_146	157972	159387	-	STP|SBP_bac_1
CGC1949	CAZyme	k141_41392	k141_41392_147	159495	162611	-	CAZyme|GH161_e1
CGC1949	CAZyme	k141_41392	k141_41392_148	162623	165349	-	CAZyme|GH94_e3
CGC1950	TC	k141_414033	k141_414033_1	100	579	-	TC|4.A.1.2.11
CGC1950	CAZyme	k141_414033	k141_414033_2	583	1128	-	CAZyme|CE9_e44
CGC1951	TC	k141_41572	k141_41572_1	3	710	+	TC|3.A.1.1.29
CGC1951	null	k141_41572	k141_41572_2	755	2305	+	null
CGC1951	CAZyme	k141_41572	k141_41572_3	2477	4543	+	CAZyme|GH42_e20
CGC1951	CAZyme	k141_41572	k141_41572_4	4571	4978	+	CAZyme|CBM61_e8
CGC1952	CAZyme	k141_41926	k141_41926_1	2	661	-	CAZyme|GT30_e33
CGC1952	TC	k141_41926	k141_41926_2	664	1182	-	TC|3.A.1.201.25
CGC1953	CAZyme	k141_42205	k141_42205_20	19033	19863	-	CAZyme|GT2
CGC1953	CAZyme	k141_42205	k141_42205_21	19882	20940	-	CAZyme|GT4_e1113+TC|2.A.38.4.5
CGC1953	null	k141_42205	k141_42205_22	20951	22072	-	null
CGC1953	TC	k141_42205	k141_42205_23	22077	23525	-	TC|9.B.18.1.6
CGC1953	null	k141_42205	k141_42205_24	23817	25412	-	null
CGC1953	null	k141_42205	k141_42205_25	25409	26038	-	null
CGC1953	TC	k141_42205	k141_42205_26	26094	28445	-	TC|3.A.23.6.1+STP|ACT
CGC1953	null	k141_42205	k141_42205_27	28521	29465	-	null
CGC1953	null	k141_42205	k141_42205_28	29525	30538	-	null
CGC1953	TC	k141_42205	k141_42205_29	30538	31059	-	TC|3.D.1.8.1
CGC1954	TC	k141_42236	k141_42236_1	57	581	+	TC|8.A.176.1.1
CGC1954	null	k141_42236	k141_42236_2	619	1452	+	null
CGC1954	null	k141_42236	k141_42236_3	1701	2141	+	null
CGC1954	CAZyme	k141_42236	k141_42236_4	2354	3274	+	CAZyme|GH25_e146
CGC1955	CAZyme	k141_42496	k141_42496_1	1	1152	-	CAZyme|GH3_e1
CGC1955	CAZyme	k141_42496	k141_42496_2	1169	2248	-	CAZyme|GH16_3
CGC1955	CAZyme	k141_42496	k141_42496_3	2264	4135	-	CAZyme|CBM103
CGC1955	null	k141_42496	k141_42496_4	4157	5206	-	null
CGC1955	null	k141_42496	k141_42496_5	5240	5683	-	null
CGC1955	TC	k141_42496	k141_42496_6	5736	8855	-	TC|1.B.14.6.17
CGC1955	CAZyme	k141_42496	k141_42496_7	8909	11158	-	CAZyme|GH3_e10
CGC1956	TC	k141_42883	k141_42883_3	1505	2842	+	TC|2.A.66.1.37
CGC1956	CAZyme	k141_42883	k141_42883_4	3066	5459	-	CAZyme|GH2_e100
CGC1956	TC	k141_42883	k141_42883_5	5516	6316	-	TC|2.A.1.3.39
CGC1957	CAZyme	k141_42903	k141_42903_1	499	2130	-	CAZyme|GT83_e69+TC|9.B.142.2.1
CGC1957	TC	k141_42903	k141_42903_2	2141	2650	-	TC|9.B.27.2.5
CGC1958	CAZyme	k141_42947	k141_42947_3	582	2021	-	CAZyme|GT5_e18
CGC1958	null	k141_42947	k141_42947_4	2021	3136	-	null
CGC1958	null	k141_42947	k141_42947_5	3139	4278	-	null
CGC1958	TC	k141_42947	k141_42947_6	4394	5614	-	TC|2.A.49.9.3
CGC1959	CAZyme	k141_4302	k141_4302_1	3	515	-	CAZyme|GT2
CGC1959	TC	k141_4302	k141_4302_2	508	1950	-	TC|9.B.18.1.3
CGC1960	CAZyme	k141_43026	k141_43026_1	2	1465	-	CAZyme|GH36_e18
CGC1960	null	k141_43026	k141_43026_2	1604	2068	-	null
CGC1960	null	k141_43026	k141_43026_3	2128	4062	-	null
CGC1960	TC	k141_43026	k141_43026_4	4069	7206	-	TC|1.B.14.6.1
CGC1961	TC	k141_43197	k141_43197_1	2	130	+	TC|2.A.25.1.9
CGC1961	CAZyme	k141_43197	k141_43197_2	325	1791	-	CAZyme|GH43_26
CGC1961	STP	k141_43197	k141_43197_3	1963	3009	+	STP|Peripla_BP_3+TF|0036955
CGC1961	CAZyme	k141_43197	k141_43197_4	3315	5264	+	CAZyme|GH127_e0
CGC1961	TC	k141_43197	k141_43197_5	5330	6700	+	TC|3.A.1.1.34
CGC1961	TC	k141_43197	k141_43197_6	6800	7684	+	TC|3.A.1.1.34
CGC1961	TC	k141_43197	k141_43197_7	7686	8534	+	TC|3.A.1.1.34
CGC1961	CAZyme	k141_43197	k141_43197_8	8577	10091	+	CAZyme|GH51_1
CGC1961	TC	k141_43197	k141_43197_9	10105	10722	+	TC|9.B.28.1.2
CGC1962	TC	k141_43293	k141_43293_8	7557	10604	-	TC|1.B.14.6.1
CGC1962	CAZyme	k141_43293	k141_43293_9	10793	13129	-	CAZyme|GH146_e2
CGC1963	CAZyme	k141_43357	k141_43357_1	80	1387	-	CAZyme|GH29_e81
CGC1963	TC	k141_43357	k141_43357_2	1475	2365	-	TC|3.A.1.1.59
CGC1964	CAZyme	k141_43479	k141_43479_2	1355	2071	-	CAZyme|CE12_e14
CGC1964	TC	k141_43479	k141_43479_3	2107	2790	-	TC|2.A.115.2.12
CGC1964	STP	k141_43479	k141_43479_4	2961	5189	+	STP|HTH_18
CGC1964	TC	k141_43479	k141_43479_5	5528	6460	+	TC|3.A.1.1.10
CGC1964	TC	k141_43479	k141_43479_6	6462	7337	+	TC|3.A.1.1.29
CGC1964	STP	k141_43479	k141_43479_7	7405	8883	+	STP|SBP_bac_1
CGC1964	CAZyme	k141_43479	k141_43479_8	8988	10250	+	CAZyme|GH28_e10
CGC1964	CAZyme	k141_43479	k141_43479_9	10263	11804	+	CAZyme|GH43_10|CBM91_e10
CGC1964	CAZyme	k141_43479	k141_43479_10	11816	13693	+	CAZyme|GH43_12|CBM91_e50
CGC1964	CAZyme	k141_43479	k141_43479_11	13707	15956	+	CAZyme|GH95_e1
CGC1964	TC	k141_43479	k141_43479_12	15975	17738	+	TC|3.A.1.135.5
CGC1964	TC	k141_43479	k141_43479_13	18069	18212	-	TC|3.A.1.131.1
CGC1965	TC	k141_43485	k141_43485_3	2417	3028	-	TC|3.A.1.5.28
CGC1965	TC	k141_43485	k141_43485_4	3086	3859	-	TC|3.A.1.5.28
CGC1965	TC	k141_43485	k141_43485_5	3852	4643	-	TC|3.A.1.5.28
CGC1965	TC	k141_43485	k141_43485_6	4636	5586	-	TC|3.A.1.5.28
CGC1965	TC	k141_43485	k141_43485_7	5590	7110	-	TC|3.A.1.5.28
CGC1965	CAZyme	k141_43485	k141_43485_8	7834	8829	-	CAZyme|GT119+TC|2.A.103.1.2
CGC1966	CAZyme	k141_43500	k141_43500_2	921	2333	+	CAZyme|GH1_e91+TC|8.A.49.1.1
CGC1966	TC	k141_43500	k141_43500_3	2470	3780	+	TC|3.D.6.1.5
CGC1966	TC	k141_43500	k141_43500_4	3790	4719	+	TC|3.D.6.1.5
CGC1966	TC	k141_43500	k141_43500_5	4716	5336	+	TC|3.D.6.1.5
CGC1966	TC	k141_43500	k141_43500_6	5329	6024	+	TC|3.D.6.1.5
CGC1966	TC	k141_43500	k141_43500_7	6024	6596	+	TC|3.D.6.1.2
CGC1966	TC	k141_43500	k141_43500_8	6612	7397	+	TC|3.D.6.1.5+STP|Fer4
CGC1966	TC	k141_43500	k141_43500_9	7420	8388	-	TC|5.B.14.1.1
CGC1966	TC	k141_43500	k141_43500_10	8426	8779	+	TC|5.B.14.1.1
CGC1966	TC	k141_43500	k141_43500_11	8763	9272	+	TC|2.A.87.3.3
CGC1966	TC	k141_43500	k141_43500_12	9350	10708	+	TC|2.A.22.5.3
CGC1967	CAZyme	k141_43615	k141_43615_31	32429	34906	-	CAZyme|GH3_e165
CGC1967	TF	k141_43615	k141_43615_32	35172	35993	+	TF|0036286+STP|AraC_binding+STP|HTH_18+TF|HTH_AraC
CGC1967	STP	k141_43615	k141_43615_33	36116	36796	+	STP|Response_reg+TF|LytTR+STP|LytTR
CGC1967	TC	k141_43615	k141_43615_34	36793	38037	+	TC|9.B.14.1.20
CGC1968	TC	k141_43840	k141_43840_2	1284	2714	+	TC|2.A.2.3.2
CGC1968	CAZyme	k141_43840	k141_43840_3	2790	3911	+	CAZyme|GH10_e83
CGC1968	CAZyme	k141_43840	k141_43840_4	3958	4920	+	CAZyme|GH43_1
CGC1969	TC	k141_43894	k141_43894_1	1	252	+	TC|9.A.8.1.9
CGC1969	CAZyme	k141_43894	k141_43894_2	434	1144	+	CAZyme|GT2
CGC1970	TC	k141_43993	k141_43993_43	36897	39554	+	TC|8.A.229.1.2+CAZyme|GT51_e52
CGC1970	null	k141_43993	k141_43993_44	39602	39964	-	null
CGC1970	TC	k141_43993	k141_43993_45	39977	40990	-	TC|9.A.11.1.1
CGC1970	TC	k141_43993	k141_43993_46	41015	41476	-	TC|9.A.11.1.1
CGC1971	CAZyme	k141_44122	k141_44122_41	33513	36164	+	CAZyme|GT51_e148
CGC1971	null	k141_44122	k141_44122_42	36228	37220	-	null
CGC1971	TC	k141_44122	k141_44122_43	37217	38530	-	TC|9.A.8.1.9
CGC1971	null	k141_44122	k141_44122_44	38527	39201	-	null
CGC1971	null	k141_44122	k141_44122_45	39212	40147	-	null
CGC1971	TC	k141_44122	k141_44122_46	40244	40858	-	TC|2.A.87.1.2
CGC1971	TC	k141_44122	k141_44122_47	41101	43650	-	TC|3.A.12.1.1
CGC1972	CAZyme	k141_44248	k141_44248_1	2	958	+	CAZyme|GT2+TC|4.D.1.1.14
CGC1972	CAZyme	k141_44248	k141_44248_2	961	1995	+	CAZyme|GT2
CGC1972	TC	k141_44248	k141_44248_3	2008	2961	+	TC|4.D.1.1.15+CAZyme|GT2
CGC1973	TC	k141_44340	k141_44340_2	276	1136	-	TC|9.B.217.2.3
CGC1973	null	k141_44340	k141_44340_3	1349	2203	-	null
CGC1973	TC	k141_44340	k141_44340_4	2184	3644	-	TC|2.A.66.2.16
CGC1973	null	k141_44340	k141_44340_5	3673	4845	-	null
CGC1973	null	k141_44340	k141_44340_6	4845	6047	-	null
CGC1973	CAZyme	k141_44340	k141_44340_7	6105	7016	-	CAZyme|GT2
CGC1973	null	k141_44340	k141_44340_8	7060	7971	-	null
CGC1973	TC	k141_44340	k141_44340_9	8226	9017	-	TC|4.D.1.1.15+CAZyme|GT2
CGC1973	TC	k141_44340	k141_44340_10	9029	9685	-	TC|9.B.18.1.3
CGC1973	TC	k141_44340	k141_44340_11	9704	10414	-	TC|8.A.3.2.1
CGC1973	TC	k141_44340	k141_44340_12	10425	11105	-	TC|8.A.3.2.4
CGC1973	null	k141_44340	k141_44340_13	11527	12579	-	null
CGC1973	TC	k141_44340	k141_44340_14	12732	13742	-	TC|9.B.149.2.1
CGC1973	null	k141_44340	k141_44340_15	14020	15171	-	null
CGC1973	TC	k141_44340	k141_44340_16	15597	16376	-	TC|9.B.273.1.1
CGC1974	TC	k141_44392	k141_44392_60	57220	57819	-	TC|2.A.87.2.3
CGC1974	STP	k141_44392	k141_44392_61	57984	58898	-	STP|SIS+TF|HTH_6
CGC1974	CAZyme	k141_44392	k141_44392_62	59022	60401	+	CAZyme|GH1_e91+TC|8.A.49.1.1
CGC1975	CAZyme	k141_4460	k141_4460_11	9325	11712	-	CAZyme|GH2_e137
CGC1975	CAZyme	k141_4460	k141_4460_12	11735	12841	-	CAZyme|GH53_e4
CGC1975	CAZyme	k141_4460	k141_4460_13	12919	13974	-	CAZyme|GH53_e22
CGC1975	null	k141_4460	k141_4460_14	14194	15597	-	null
CGC1975	TC	k141_4460	k141_4460_15	15672	17255	-	TC|8.A.46.1.1
CGC1975	TC	k141_4460	k141_4460_16	17307	20279	-	TC|1.B.14.6.1
CGC1976	TC	k141_44951	k141_44951_4	2064	3368	-	TC|2.A.56.1.5
CGC1976	TC	k141_44951	k141_44951_5	3368	3904	-	TC|2.A.56.1.5
